original_id,original_input,label,cohere_resp,language,task
144,"“Ini ada ratusan nyawa dokter yang sudah menjadi korban, Pak Menkes bilang jangan dibesar-besarkan”",partly true/misleading,20,id,cohere-zero-shot-100-threshold
146,"ძალიან ნელა, მაგრამ სამუშაო ადგილების რაოდენობა იზრდება",true,42,ka,cohere-zero-shot-100-threshold
142,«Il nostro Paese ha la singolare caratteristica di essere tra quelli più avanzati nell'economia circolare [...] e tuttavia non ha ancora raggiunto i suoi target di raccolta differenziata. Ci sono molte differenze tra parti e parti d'Italia sulla differenziata»,partly true/misleading,80,it,cohere-zero-shot-100-threshold
145,وفاة الفنانة المصرية رجاء الجداوي نتيجة لإصابتها بفايروس كورونا المستجد.,false,99,ar,cohere-zero-shot-100-threshold
147,Video “Terjadi Bunuh Diri Di Podomoro City Deli Park Medan”,other,20,id,cohere-zero-shot-100-threshold
149,"O primeiro-ministro António Costa afirmou ontem que ""estamos a ter (…......",mostly true,75.0,pt,cohere-zero-shot-100-threshold
148,ராஜஸ்தானின் ஜோத்பூரில் காங்கிரஸ் வெற்றி ஊர்வலத்தில். “ பாகிஸ்தான் வாழ்க” மற்றும் இந்தியாவில் வாழ வேண்டும் என்றால் எல்லோரும் “அல்லாஹு அக்பர்” சொல்லித்தான் வாழ வேண்டும் என்று கையில் கத்தி வாள் போன்ற ஆயுதங்களுடன் முழக்கம். இந்துக்களே இனியாவது விழித்துக் கொள்ளுங்கள்.,false,20,ta,cohere-zero-shot-100-threshold
151,கீழே உள்ள படம் தொடர்ச்சியாக நகர்ந்தால் அதிக மன அழுத்தத்தில் இருக்குறீர்கள் மற்றும் மனநலம் சார்ந்த பிரச்சனையில் பாதிக்கப்பட்டு உள்ளீர்கள் என்று அர்த்தம்.,false,70,ta,cohere-zero-shot-100-threshold
152,फेसबुक के सीईओ मार्क जकरबर्ग ने कहा है कि फेसबुक पर रोज 200 करोड़ बार “जय श्री राम” लिखा जाता है.,false,10,hi,cohere-zero-shot-100-threshold
150,De acordo com uma publicação que se propagou nas redes sociais e foi ......,true,40,pt,cohere-zero-shot-100-threshold
154,Foto Penangkapan Direktur National Institute for Allergy and Infectious Diseases (NIAID),partly true/misleading,10,id,cohere-zero-shot-100-threshold
153,Z Trójmiasta tylko w Gdańsku nie ubywa mieszkańców. Mamy dodatni bilans migracji.,true,20,pl,cohere-zero-shot-100-threshold
156,“OLHA O CANALHA ANTES DE SER MINISTRO”,false,100,pt,cohere-zero-shot-100-threshold
158,“Selamat datang TKA China sebarkan virus corona #TergagapCorona”,false,20,id,cohere-zero-shot-100-threshold
157,"შს მინისტრმა გიორგი გახარიამ 3-ჯერ დაარღვია პარლამენტის ახალი რეგლამენტი. მოთხოვნის შემთხვევაში, მას...",true,0,ka,cohere-zero-shot-100-threshold
155,"Hububat üreticisi, 2003’ten bu yana alın terinin karşılığını alamıyor. O tarihlerde 1 litre mazot almak için 2,5 kg buğday satan çiftçi, bugün yaklaşık 5 kg buğday satmak zorunda.",partly true/misleading,30,tr,cohere-zero-shot-100-threshold
160,Em nenhum país a universidade chega a todos,mostly true,20,pt,cohere-zero-shot-100-threshold
159,"Em 2007, as obras (de transposição) começaram. A água começou a chegar a Pernambuco, Ceará, Paraíba e Rio Grande do Norte",partly true/misleading,90,pt,cohere-zero-shot-100-threshold
162,"IMF'ye giden biz olmadık ki, IMF'ye giden CHP zihniyeti oldu. İlk IMF'ye kapılarını açan CHP oldu.",partly true/misleading,20,tr,cohere-zero-shot-100-threshold
161,Dünyada 13-14 yaşında askeri eğitim alan fazla ülke yok.,true,10.,tr,cohere-zero-shot-100-threshold
165,Sepucuk Surat Dari Teman di Arab Saudi,true,80,id,cohere-zero-shot-100-threshold
164,"16. Interromper o projeto de construção de novas unidades escolares de ensino fundamental até que todas as atuais estejam funcionando satisfatoriamente, ou seja, a partir do momento que as mesmas estiverem atingindo as metas relacionadas ao resultado de seus alunos no IDEB previamente estabelecidas pela Secretaria Municipal de Educação e a Direção das Escolas",false,30,pt,cohere-zero-shot-100-threshold
163,“A política habitacional em Florianópolis é inexistente há muitos anos”,true,40,pt,cohere-zero-shot-100-threshold
166,De acordo com uma publicação que está a ser partilhada por centenas d......,mostly true,50,pt,cohere-zero-shot-100-threshold
167,“Aksi mahasiswa Unisba Bdg meminta @jokowi mundur”,false,10,id,cohere-zero-shot-100-threshold
168,வரலாற்றில் என்றோ. நீட் ஆதரித்துப் புத்தகம் எழுதி வெளியிட்ட சூர்யாவின் அகரம் அறக்கட்டளை. (வீடியோ இணைப்பு மறுமொழியில்) #TNagainstNEET,partly true/misleading,80,ta,cohere-zero-shot-100-threshold
169,صورة نادرة للفنان محمد رمضان والفنانة ياسمين صبري.,false,10,ar,cohere-zero-shot-100-threshold
170,"Dirut Garuda, Ari Askhara adalah Anggota BIN",partly true/misleading,10.0,id,cohere-zero-shot-100-threshold
172,Klarifikasi Kementerian Kelautan dan Perikanan (KKP) Terkait Beredarnya Surat Undangan Bimbingan Teknis dan Penetapan kelompok Penerima Bantuan Program Produksi Budidaya TA. 2019,other,10,id,cohere-zero-shot-100-threshold
171,"Hoje, uma de cada três escolas do Ceará de nível médio são em tempo integral profissionalizante",partly true/misleading,60,pt,cohere-zero-shot-100-threshold
173,"Polisi Membubarkan Parade LGBT di Istanbul, Turki",true,80,id,cohere-zero-shot-100-threshold
174,"ეროვნული ბანკის პრეზიდენტის პირადი დეპოზიტებიდან დოლარის წილი სამჯერ აღემატება ლარს. როგორც ჩანს, თვ...",true,40,ka,cohere-zero-shot-100-threshold
176,Foto “Habib Rizieq dan Firza Husein”,partly true/misleading,10,id,cohere-zero-shot-100-threshold
177,MWM (...) [anunciou] o fechamento [de sua fábrica] na Argentina,true,90,pt,cohere-zero-shot-100-threshold
179,قال رئيس الوزراء الإيطالي جوزيبي كونتي إن إيطاليا فقدت السيطرة على العديد من الأمور بسبب تفشي فايروس كورونا المستجد. وأضاف: لقد انتهت جميع الحلول على وجه الأرض، الحل متروك للسماء.,false,10,ar,cohere-zero-shot-100-threshold
180,"„უკვე ვასრულებთ ქალაქის გზების მოწესრიგებას, ეს პრობლემა თითქმის მთლიანად გადავწყვიტეთ...“",false,80,ka,cohere-zero-shot-100-threshold
178,"Mieszkania dzisiaj są najbardziej oczekiwaną potrzebą, szczególnie dla młodych ludzi w polityce rodzinnej. Tak pokazują badania.",true,40,pl,cohere-zero-shot-100-threshold
183,"É este o título de uma publicação de 14 de agosto na página ""Tuga Pre......",false,42,pt,cohere-zero-shot-100-threshold
175,„სისხლის სამართლის კოდექსი იძლევა საშუალებას საქმე აღიძრას ფაქტზე და არა თვითმკვლელობაზე“,false,60,ka,cohere-zero-shot-100-threshold
185,"É um ""meme"" criado pela página ""Direita Política"" e refere-se ao cres......",false,42,pt,cohere-zero-shot-100-threshold
184,Memakai Masker Dapat Menyebabkan Kematian Akibat Keracunan Karbon Dioksida (CO2),partly true/misleading,0,id,cohere-zero-shot-100-threshold
182,"«Io le persone ormai le giudico oltre da quello che dicono, dallo sguardo. Ieri c’è stato un messaggio, per chi crede, della Madonna di Medjugorje che invitava a giudicare le persone dallo sguardo, giudicare i fatti da quello che non si dice. Lo sguardo di Conte è lo sguardo di una persona che ha paura, che non ha la coscienza pulita e che scappa. Per chi crede, non pretendo che uno creda» (min. -1:14:16)",partly true/misleading,20,it,cohere-zero-shot-100-threshold
110,“Senjata Biologis! Video Ini Bukti Tentara AS Sebar Corona di Bus Wuhan”,other,10,id,cohere-zero-shot-100-threshold
188,"Benarkah pernyataan Presiden Joko Widodo bahwa program Membina Ekonomi Keluarga Sejahtera (Mekaar) telah menjangkau 4,2 juta nasabah?",true,80,id,cohere-zero-shot-100-threshold
187,عضو الكونغرس الأميركي إلهان عمر تقول إنه لا حاجة لتسجيل الناخب من أجل التصويت في ولاية مينيسوتا.,partly true/misleading,20,ar,cohere-zero-shot-100-threshold
189,Tidak Menggunakan Masker Denda Rp300 Ribu di Semarang,partly true/misleading,40,id,cohere-zero-shot-100-threshold
186,2017 ஆம் ஆண்டில் அரசுப் பள்ளியைச் சேர்ந்த மாணவர்கள் 5 பேர்க்கு மட்டுமே மருத்துவம் படிக்க வாய்ப்புக் கிடைத்துள்ளது.,true,20.0,ta,cohere-zero-shot-100-threshold
190,A população queria elegê-lo [Lula] no primeiro turno. Não é no segundo. É no primeiro turno,false,20,pt,cohere-zero-shot-100-threshold
192,"Flyer “Perjalanan Anda Terganggu, Agar Menyiapkan Surat Keterangan Hasil Rapid Tes”",false,70,id,cohere-zero-shot-100-threshold
191,"RS Wates Pasang Spanduk, Umumkan BPJS Menunggak Belasan Miliar",true,70,id,cohere-zero-shot-100-threshold
194,"“A beogradska televizija, koju sam ja plaćao kao građanin Beograda – Studio B, tada gradska, beogradska televizija, za sve vreme vlasti Demokratske stranke i Dragana Đilasa nije pozvala nijednom nikoga iz SNS-a.“",false,0,sr,cohere-zero-shot-100-threshold
